[1,1,1,1,1,16.52,59.73,9.82,198.40,242.54,189.81],
[1,1,1,1,1,17.14,61.38,9.55,198.01,241.75,189.91],
[1,1,1,1,1,17.02,62.33,9.12,198.82,243.35,189.71],
[1,1,1,1,1,19.51,59.98,11.57,201.78,241.63,192.18],
[1,1,1,1,1,15.32,61.53,8.45,199.80,241.28,191.16],
[1,1,1,1,1,17.97,61.87,9.84,199.03,241.83,190.46],
[1,1,1,1,1,15.35,61.36,8.53,202.73,241.53,192.80],
[1,1,1,1,1,16.06,60.78,9.15,200.82,241.56,191.64],
[1,1,1,1,1,17.47,62.48,9.31,198.04,242.03,189.81],
[1,1,1,1,1,19.09,62.02,10.42,197.65,243.46,189.03],
[1,1,1,1,1,16.00,62.04,8.65,201.29,240.84,192.26],
[1,1,1,1,1,16.39,61.34,9.13,201.74,241.65,192.14],
[1,1,1,1,1,15.88,63.01,8.24,199.30,240.90,191.03],
[1,1,1,1,1,17.64,62.94,9.23,201.62,242.31,191.75],
[1,1,1,1,1,17.15,62.25,9.22,200.35,242.26,191.03],
[1,1,1,1,1,14.18,62.18,7.60,201.53,241.76,191.96],
[1,1,1,1,1,15.68,62.57,8.29,201.55,241.91,191.90],
[1,1,1,1,1,15.26,61.88,8.29,200.72,241.56,191.57],
[1,1,1,1,1,15.55,62.04,8.40,200.14,241.60,191.21],
[1,1,1,1,1,16.79,63.56,8.53,198.58,240.74,190.67],
[1,1,1,1,1,15.33,62.88,7.99,201.58,241.12,192.31],
[1,1,1,1,1,16.17,61.11,9.09,201.33,241.80,191.83],
[1,1,1,1,1,16.79,63.42,8.59,200.62,241.70,191.46],
[1,1,1,1,1,18.86,62.31,10.16,200.30,241.45,191.38],
[1,1,1,1,1,16.66,63.26,8.58,200.72,242.72,191.04],
[1,1,1,1,1,13.92,62.47,7.36,201.58,241.92,191.92],
[1,1,1,1,1,16.47,63.89,8.24,201.85,242.96,191.57],
[1,1,1,1,1,14.40,62.44,7.63,202.42,242.49,192.13],
[1,1,1,1,1,13.19,62.83,6.86,202.79,242.08,192.55],
[1,1,1,1,1,15.71,64.44,7.66,203.56,241.58,193.28],
[1,1,1,1,1,19.54,62.94,10.28,202.55,242.72,192.08],
[1,1,1,1,1,12.84,62.05,6.90,202.80,241.94,192.63],
[1,1,1,1,1,11.11,62.12,5.93,200.65,240.93,191.83],
[1,1,1,1,1,14.56,63.70,7.32,200.92,241.43,191.76],
[1,1,1,1,1,16.78,61.25,9.40,202.77,242.15,192.50],
[1,1,1,1,1,17.82,62.02,9.69,203.53,242.99,192.51],
[1,1,1,1,1,15.03,64.57,7.27,203.51,242.27,192.88],
[1,1,1,1,1,15.67,63.68,7.90,201.65,241.71,192.06],
[1,1,1,1,1,16.48,64.56,8.01,202.74,241.95,192.59],
[1,1,1,1,1,16.65,63.65,8.43,203.36,241.83,193.02],
[1,1,1,1,1,13.95,63.23,7.14,203.46,242.61,192.67],
[1,1,1,1,1,15.27,64.02,7.58,202.22,242.42,192.04],
[1,1,1,1,1,16.63,62.81,8.73,203.42,241.55,193.21],
[1,1,1,1,1,14.33,62.63,7.54,202.16,241.78,192.33],
[1,1,1,1,1,16.11,63.01,8.37,202.07,242.31,192.01],
[1,1,1,1,1,16.18,63.59,8.20,202.99,242.28,192.57],
[1,1,1,1,1,54.54,67.27,30.47,216.30,244.12,199.61],
[1,1,1,1,1,55.84,67.34,31.59,217.44,244.11,200.39],
[1,1,1,1,1,58.87,68.75,32.78,216.84,243.43,200.54],
[1,1,1,1,1,56.22,67.06,32.33,216.88,244.56,199.65],
[1,1,1,1,1,57.73,67.46,33.32,216.57,244.68,199.34],
[1,1,1,1,1,55.94,66.92,32.22,215.86,243.83,199.55],
[1,1,1,1,1,54.44,66.37,31.47,218.36,244.41,200.76],
[1,1,1,1,1,56.87,68.05,31.69,217.83,244.00,200.74],
[1,1,1,1,1,53.24,66.31,30.43,217.76,243.94,200.74],
[1,1,1,1,1,51.34,65.12,30.11,217.98,244.19,200.69],
[1,1,1,1,1,54.73,66.78,31.24,219.17,243.86,201.79],
[1,1,1,1,1,55.16,66.07,32.52,217.75,243.80,200.86],
[1,1,1,1,1,58.80,65.88,36.47,216.63,244.21,199.76],
[1,1,1,1,1,56.56,64.80,35.48,214.56,243.81,198.71],
[1,1,1,1,1,56.16,61.72,38.75,213.40,244.93,197.14],
[1,1,1,1,1,55.97,58.71,42.00,214.23,246.10,196.78],
[1,1,1,1,1,59.28,60.04,44.12,215.64,246.47,197.34],
[1,1,1,1,1,59.51,63.96,39.69,214.72,246.35,196.88],
[1,1,1,1,1,56.95,61.69,39.62,216.57,247.76,196.88],
[1,1,1,1,1,51.48,60.67,35.21,216.46,247.33,197.16],
[1,1,1,1,1,52.53,62.50,34.18,217.02,247.40,197.43],
[1,1,1,1,1,54.30,62.12,36.36,215.94,246.68,197.35],
[1,1,1,1,1,50.39,61.12,33.69,217.31,247.07,197.87],
[1,1,1,1,1,49.44,60.40,33.57,215.36,245.82,197.67],
[1,1,1,1,1,49.19,59.91,33.86,215.96,245.96,197.94],
[1,1,1,1,1,52.72,61.38,35.63,216.09,246.10,197.90],
[1,1,1,1,1,51.72,60.65,35.48,215.02,245.96,197.36],
[1,1,1,1,1,51.39,59.98,35.90,215.27,245.98,197.50],
[1,1,1,1,1,51.74,60.05,36.15,214.59,246.32,196.83],
[1,1,1,1,1,49.17,59.23,34.57,214.26,245.83,197.00],
[1,1,1,1,1,48.67,59.38,33.94,214.43,244.49,198.12],
[1,1,1,1,1,50.37,59.77,35.13,215.20,245.85,197.55],
[1,1,1,1,1,49.07,58.80,34.93,215.10,245.21,197.98],
[1,1,1,1,1,47.81,59.25,33.27,215.72,245.39,198.23],
[1,1,1,1,1,48.79,59.62,33.80,215.82,245.51,198.20],
[1,1,1,1,1,48.02,60.24,32.44,216.06,244.86,198.87],
[1,1,1,1,1,50.49,61.72,33.13,217.68,245.78,199.16],
[1,1,1,1,1,48.66,61.49,31.70,216.12,244.86,198.91],
[1,1,1,1,1,46.47,59.04,32.27,213.00,243.93,197.62],
[1,1,1,1,1,46.56,59.72,31.66,214.83,243.65,199.02],
[1,1,1,1,1,45.16,58.89,31.25,214.68,243.60,198.96],
[1,1,1,1,1,44.55,58.24,31.36,214.21,244.14,198.24],
[1,1,1,1,1,46.60,59.03,32.40,213.36,243.49,198.18],
[1,1,1,1,1,46.91,60.06,31.63,213.96,243.69,198.42],
[1,1,1,1,1,46.47,59.83,31.46,215.11,243.80,199.08],
[1,1,1,1,1,44.44,58.59,30.92,215.85,244.46,199.05],
[1,1,1,1,1,44.59,59.28,30.36,214.82,244.12,198.64],
[1,1,1,1,1,32.16,51.57,26.52,212.08,241.15,199.05],
[1,1,1,1,1,32.49,51.76,26.65,211.49,241.67,198.28],
[1,1,1,1,1,32.81,51.76,26.93,213.24,241.89,199.29],
[1,1,1,1,1,34.45,51.44,28.68,212.96,241.87,199.12],
[1,1,1,1,1,35.45,52.53,28.62,212.88,241.53,199.32],
[1,1,1,1,1,32.51,52.16,26.34,212.76,242.75,198.34],
[1,1,1,1,1,36.57,51.37,30.66,212.34,241.72,198.81],
[1,1,1,1,1,33.74,54.69,25.32,212.57,242.16,198.65],
[1,1,1,1,1,28.01,46.09,27.12,214.02,242.53,199.34],
