[0,0,0,0,0,45.72,52.29,38.41,223.22,211.71,236.67],
[0,0,0,0,0,46.33,53.26,38.02,223.16,211.42,236.91],
[0,0,0,0,0,45.78,52.82,37.92,222.85,211.37,236.69],
[0,0,0,0,0,46.05,52.99,38.02,223.00,211.66,236.52],
[0,0,0,0,0,45.90,52.97,37.91,223.12,210.70,237.62],
[0,0,0,0,0,44.24,52.32,36.95,223.98,211.14,237.95],
[0,0,0,0,0,46.55,52.28,39.23,222.63,211.31,236.54],
[0,0,0,0,0,46.09,53.37,37.68,223.68,211.54,237.27],
[0,0,0,0,0,44.23,52.48,36.77,221.98,206.99,240.49],
[0,0,0,0,0,46.88,54.01,37.79,223.64,211.24,237.55],
[0,0,0,0,0,47.25,53.80,38.36,221.29,207.43,239.43],
[0,0,0,0,0,46.13,53.18,37.92,222.86,211.77,236.28],
[0,0,0,0,0,44.98,52.97,37.01,222.95,211.31,236.84],
[0,0,0,0,0,45.80,52.62,38.16,223.06,211.16,237.09],
[0,0,0,0,0,45.03,52.26,37.76,223.14,211.24,237.08],
[0,0,0,0,0,45.95,52.69,38.23,223.36,210.80,237.74],
[0,0,0,0,0,43.81,51.76,37.09,222.88,210.61,237.51],
[0,0,0,0,0,44.53,51.54,38.00,223.06,210.88,237.38],
[0,0,0,0,0,45.49,52.94,37.53,223.72,211.25,237.60],
[0,0,0,0,0,44.30,52.13,37.19,223.08,210.74,237.54],
[0,0,0,0,0,44.99,52.31,37.68,222.68,210.31,237.63],
[0,0,0,0,0,44.53,52.25,37.30,223.01,210.74,237.48],
[0,0,0,0,0,45.56,52.54,38.00,222.99,211.10,237.10],
[0,0,0,0,0,44.23,51.56,37.69,223.12,209.76,238.59],
[0,0,0,0,0,45.47,52.95,37.50,222.82,210.56,237.50],
[0,0,0,0,0,42.82,50.84,37.04,222.71,209.95,238.03],
[0,0,0,0,0,44.45,51.72,37.75,222.90,210.52,237.61],
[0,0,0,0,0,45.59,52.52,38.05,223.12,210.89,237.43],
[0,0,0,0,0,44.46,52.09,37.39,222.79,210.74,237.28],
[0,0,0,0,0,43.99,50.74,38.27,222.61,209.69,238.21],
[0,0,0,0,0,44.35,51.62,37.75,222.18,210.04,237.46],
[0,0,0,0,0,46.12,52.99,38.10,222.81,209.99,238.08],
[0,0,0,0,0,44.71,51.90,37.83,222.49,210.11,237.66],
[0,0,0,0,0,45.45,52.23,38.20,222.71,209.81,238.18],
[0,0,0,0,0,43.31,51.08,37.27,223.47,209.95,238.70],
[0,0,0,0,0,45.38,52.70,37.67,223.10,209.98,238.35],
[0,0,0,0,0,44.07,52.45,36.66,222.94,210.14,238.04],
[0,0,0,0,0,43.46,51.47,37.04,222.45,209.54,238.23],
[0,0,0,0,0,44.05,51.07,38.00,222.32,208.02,239.69],
[0,0,0,0,0,46.16,53.25,37.87,222.24,210.45,237.08],
[0,0,0,0,0,43.51,54.41,34.19,223.80,209.57,239.39],
[0,0,0,0,0,43.38,50.36,38.06,222.53,209.35,238.49],
[0,0,0,0,0,45.93,53.05,37.85,223.11,209.83,238.52],
[0,0,0,0,0,43.70,51.89,36.85,223.10,209.17,239.19],
[0,0,0,0,0,42.84,51.15,36.76,222.84,209.16,238.97],
[0,0,0,0,0,44.84,51.70,38.14,222.29,209.61,238.00],
[0,0,0,0,0,44.35,52.10,37.28,22
[0,0,0,0,0,58.10,72.48,26.89,233.13,220.43,237.42],
[0,0,0,0,0,58.26,72.30,27.29,232.40,220.73,236.46],
[0,0,0,0,0,58.77,72.35,27.69,233.01,220.39,237.34],
[0,0,0,0,0,57.60,71.81,27.38,232.72,220.64,236.84],
[0,0,0,0,0,59.26,73.03,27.16,232.37,219.71,237.37],
[0,0,0,0,0,57.60,71.46,27.86,232.87,219.84,237.72],
[0,0,0,0,0,58.07,72.29,27.13,233.18,220.26,237.62],
[0,0,0,0,0,56.45,71.88,26.27,232.64,219.05,238.22],
[0,0,0,0,0,55.82,71.08,26.79,232.76,219.31,238.10],
[0,0,0,0,0,59.22,72.48,27.92,232.85,219.95,237.60],
[0,0,0,0,0,55.92,70.96,27.03,231.80,219.11,237.39],
[0,0,0,0,0,59.41,72.86,27.55,233.39,219.74,238.30],
[0,0,0,0,0,56.79,71.30,27.34,232.59,219.62,237.66],
[0,0,0,0,0,56.94,71.50,27.20,232.60,219.03,238.21],
[0,0,0,0,0,57.28,71.73,27.19,233.04,220.23,237.52],
[0,0,0,0,0,55.12,70.26,27.24,231.91,218.49,238.06],
[0,0,0,0,0,57.58,71.79,27.38,231.84,218.38,238.10],
[0,0,0,0,0,56.95,71.06,27.80,232.53,219.37,237.83],
[0,0,0,0,0,56.12,71.30,26.75,232.90,219.99,237.61],
[0,0,0,0,0,56.29,71.29,26.92,232.86,219.73,237.81],
[0,0,0,0,0,53.80,69.99,26.46,233.19,219.12,238.68],
[0,0,0,0,0,56.70,71.32,27.23,232.60,220.36,236.99],
[0,0,0,0,0,55.63,71.07,26.63,232.45,219.21,237.91],
[0,0,0,0,0,56.46,71.39,26.93,232.20,217.59,239.16],
[0,0,0,0,0,55.02,70.85,26.40,232.89,218.11,239.32],
[0,0,0,0,0,56.81,71.30,27.36,232.25,218.51,238.36],
[0,0,0,0,0,57.48,71.92,27.11,232.80,219.78,237.70],
[0,0,0,0,0,56.03,70.83,27.29,232.58,220.11,237.20],
[0,0,0,0,0,55.54,70.51,27.28,232.81,219.78,237.71],
[0,0,0,0,0,58.09,71.79,27.85,231.67,218.64,237.70],
[0,0,0,0,0,57.79,72.50,26.59,232.77,220.62,236.91],
[0,0,0,0,0,57.71,71.69,27.63,232.62,219.35,237.93],
[0,0,0,0,0,58.04,72.11,27.35,232.38,218.91,238.12],
[0,0,0,0,0,55.02,71.02,26.18,232.88,219.96,237.62],
[0,0,0,0,0,57.81,71.20,28.40,232.35,219.58,237.47],
[0,0,0,0,0,56.95,71.59,27.10,232.52,219.34,237.85],
[0,0,0,0,0,58.38,72.50,27.12,233.14,220.12,237.72],
[0,0,0,0,0,57.52,71.83,27.28,232.92,219.65,237.94],
[0,0,0,0,0,57.41,72.14,26.75,233.40,219.99,238.08],
[0,0,0,0,0,55.51,71.18,26.39,232.11,216.20,240.34],
[0,0,0,0,0,56.44,71.13,27.26,232.42,218.76,238.29],
[0,0,0,0,0,57.46,71.61,27.51,232.20,219.44,237.46],
[0,0,0,0,0,54.73,70.95,26.02,232.76,219.18,238.22],
[0,0,0,0,0,57.51,71.77,27.35,232.48,218.33,238.74],
[0,0,0,0,0,56.18,71.18,26.97,232.55,219.52,237.72],
[0,0,0,0,0,56.78,71.39,27.20,232.63,220.66,236.74],
[0,0,0,0,0,346.99,356.85,256.62,242.64,156.53,282.66],
[0,0,0,0,0,345.34,8.14,298.66,239.74,165.16,278.79],
[0,0,0,0,0,346.54,20.82,327.82,237.99,169.59,276.55],
[0,0,0,0,0,348.06,25.33,335.93,234.59,179.25,270.53],
[0,0,0,0,0,2.17,39.58,2.62,231.55,187.19,264.28],
[0,0,0,0,0,10.80,51.32,8.68,228.38,197.29,254.54],
[0,0,0,0,0,41.02,60.56,26.15,228.66,198.10,253.96],
[0,0,0,0,0,34.68,61.93,20.25,228.25,205.87,246.60],
[0,0,0,0,0,61.11,70.91,32.09,229.21,212.60,241.11],
[0,0,0,0,0,69.08,74.53,35.90,228.05,215.40,237.42],
[0,0,0,0,0,68.93,73.96,36.72,228.09,220.62,232.41],
[0,0,0,0,0,67.87,73.97,35.24,226.86,218.97,232.84],
