[1, 0, 1, 1, 1, 18.00812, 69.42544, 6.871458, -2.694656, 2.465649, 0.832061, 205.7007, 138.2334, 331.4624, -2.160305, 1.259542, 1.610687],
[1, 0, 1, 1, 1, 20.47619, 70.1987, 7.566932, -0.7328244, 4.290076, -0.03053435, 204.7695, 138.4619, 332.2717, -3.305344, 1.709924, 0.9083969],
[1, 1, 1, 1, 1, 16.57861, 68.45165, 6.62293, -4.198473, 2.572519, -0.6793893, 204.1743, 138.5423, 332.8486, -4.984733, 1.145038, 1.641221],
[1, 1, 1, 1, 1, 18.98972, 68.54331, 7.61711, -4.80916, 1.412214, -1.015267, 204.7194, 138.6211, 332.1937, -3.648855, 1.389313, 2.015267],
[1, 1, 1, 1, 1, 18.74225, 68.80406, 7.410181, -5.282443, 7.633588, 1.763359, 203.635, 139.4208, 332.7176, -3.0, 1.450382, 1.641221],
[1, 1, 1, 1, 1, 22.93301, 67.83275, 9.690321, -3.580153, -1.091603, -0.4351145, 204.2363, 138.4784, 332.8338, -2.450382, 1.687023, 1.977099],
[1, 1, 1, 1, 1, 21.12444, 68.60186, 8.520237, -9.236641, 0.480916, 0.9465649, 203.6795, 138.7287, 333.2341, -2.458015, 1.610687, 1.870229],
[1, 1, 1, 1, 1, 20.51924, 68.88041, 8.137581, -1.832061, 4.167939, 0.5419847, 203.7987, 139.1215, 332.7835, -2.381679, 0.5267176, 1.641221],
[1, 1, 1, 1, 1, 20.27153, 68.59338, 8.151257, -4.290076, 1.839695, 0.8167939, 203.9778, 139.3991, 332.3573, -3.152672, 1.580153, 0.9541985],
[1, 1, 1, 1, 1, 19.09733, 68.52942, 7.6689, -4.183206, 1.351145, 0.3358779, 203.5188, 139.57, 332.7234, -3.251908, 1.274809, 1.343511],
[1, 1, 1, 1, 1, 18.22926, 68.58293, 7.276299, -5.725191, 2.580153, 0.5725191, 203.7685, 138.8943, 333.0025, -3.274809, 1.480916, 1.343511],
[1, 1, 1, 1, 1, 18.68995, 67.99654, 7.699679, -3.099237, 2.992366, 0.2061069, 203.95, 139.1967, 332.5556, -2.900763, 0.832061, 1.419847],
[1, 1, 1, 1, 1, 20.50891, 68.06755, 8.478255, -3.526718, -1.206107, 0.09923664, 203.6395, 139.2137, 332.8828, -2.816794, 1.465649, 1.984733],
[1, 1, 1, 1, 1, 19.95098, 68.33959, 8.116789, -3.396947, 3.114504, 0.2213741, 204.2918, 138.9184, 332.4116, -1.992366, 0.7480916, 0.8244275],
[1, 1, 1, 1, 1, 16.64129, 67.54575, 6.961268, -3.572519, 2.282443, 0.9923664, 203.918, 138.9815, 332.7678, -3.938931, 0.6564885, 1.618321],
[1, 1, 1, 1, 1, 19.24565, 68.77718, 7.63461, -3.442748, 2.725191, 0.740458, 204.1925, 139.3116, 332.1937, -1.725191, 1.335878, 1.625954],
[1, 1, 1, 1, 1, 20.87927, 68.35676, 8.518802, -3.954198, 1.862595, 0.9465649, 203.2811, 139.1541, 333.3256, -3.038168, 2.21374, 1.885496],
[1, 1, 1, 1, 1, 19.01524, 68.35329, 7.702698, -3.473282, 1.10687, -0.09923664, 203.7935, 138.6966, 333.136, -2.732824, 1.160305, 1.48855],
[1, 1, 1, 1, 1, 19.69953, 67.97918, 8.153879, -2.480916, 1.870229, 0.351145, 203.2609, 139.6555, 332.9393, -3.40458, 1.503817, 1.312977],
[1, 1, 1, 1, 1, 19.11763, 67.74346, 7.98915, -3.40458, 1.78626, 0.1145038, 203.1843, 139.4008, 333.2323, -3.946565, 1.305344, 1.770992],
[1, 1, 1, 1, 1, 18.61678, 67.31443, 7.932032, -2.709924, 1.847328, -1.839695, 203.1877, 139.1347, 333.444, -5.748092, 1.244275, 2.89313],
