245.71,99.90,338.86
245.57,100.21,338.38
244.35,100.75,338.43
245.26,100.47,338.15
244.91,100.55,338.30
246.04,100.05,338.25
245.41,99.69,339.55
245.94,99.34,339.79
244.80,99.76,339.93
243.14,100.10,340.62
243.69,100.46,339.53
246.73,100.07,337.56
244.67,99.30,340.91
246.17,99.19,339.87
244.86,99.77,339.85
244.38,99.09,341.56
244.22,100.14,339.69
244.63,100.00,339.60
243.87,99.93,340.36
243.05,100.78,339.48
247.38,98.93,339.33
244.12,99.94,340.15
243.94,100.63,339.01
245.79,100.12,338.35
243.59,99.50,341.38
242.29,99.38,342.53
243.32,99.70,341.22
248.08,98.66,339.28
248.53,98.30,339.66
245.26,99.32,340.40
247.19,98.57,340.29
248.49,97.15,342.34
248.36,97.41,341.86
250.05,96.13,343.52
251.07,96.13,342.62
249.33,97.68,340.33
247.22,98.59,340.22
250.49,97.13,340.55
251.53,96.10,342.26
253.94,94.64,344.25
247.74,96.90,343.52
252.77,95.46,342.88
251.68,96.15,341.98
250.86,95.87,343.49
260.04,93.09,342.91
255.66,94.35,343.42
251.54,95.73,343.26
258.24,93.74,342.59
254.71,94.97,342.37
253.85,95.22,342.48
251.82,95.99,342.28
256.51,94.08,343.46
258.30,93.50,343.56
256.91,93.86,343.81
260.67,92.79,343.50
259.41,93.02,344.26
259.16,93.41,342.70
259.30,93.55,341.80
260.65,92.84,343.21
256.38,94.33,342.64
258.06,93.67,343.12
258.83,93.47,342.92
256.45,94.07,343.55
257.41,93.82,343.37
255.48,94.54,342.95
255.17,94.52,343.36
257.00,94.11,342.71
256.51,93.96,343.92
255.60,94.19,344.08
255.45,94.78,342.14
255.51,95.08,341.01
251.40,95.77,343.28
253.05,95.32,343.01
252.82,96.31,340.33
251.17,97.20,339.67
253.43,95.79,341.19
252.07,96.41,340.86
248.98,97.15,341.92
249.79,97.02,341.50
252.97,96.70,339.02
251.53,96.67,340.69
251.67,95.56,343.62
250.52,96.50,342.14
249.96,96.66,342.24
248.47,97.16,342.35
251.10,96.50,341.59
249.68,96.87,341.97
250.50,96.24,342.85
250.82,96.37,342.22
250.72,96.46,342.07
250.30,96.61,342.08
250.05,96.11,343.57
252.45,95.56,342.88
251.24,95.97,342.89
253.83,95.54,341.50
250.44,96.51,342.21
254.08,95.39,341.70
248.82,96.74,343.03
251.05,96.36,342.01
251.24,96.11,342.50
250.82,96.26,342.49
252.26,95.52,343.20
250.49,96.05,343.34
249.35,96.81,342.42
251.29,96.46,341.51
252.07,95.86,342.40
251.79,95.79,342.88
251.00,96.00,343.02
251.79,96.19,341.77
249.68,96.76,342.26
250.75,96.27,342.54
249.44,97.06,341.72
250.58,96.79,341.35
249.91,97.09,341.22
250.68,96.20,342.79
251.19,96.23,342.23
251.33,96.20,342.17
251.46,95.67,343.52
249.70,96.39,343.17
248.98,97.24,341.71
249.47,96.55,342.94
247.95,97.13,342.85
250.09,96.65,342.16
251.49,96.17,342.11
252.05,96.20,341.45
249.37,96.77,342.51
249.76,96.98,341.62
251.98,96.11,341.79
252.21,95.93,342.07
252.38,95.93,341.89
252.14,95.79,342.52
251.22,96.09,342.56
250.07,96.64,342.20
251.42,96.03,342.55
250.64,96.20,342.83
252.30,95.95,341.92
250.15,96.71,341.95
249.50,96.89,342.08
249.70,96.54,342.77
251.07,96.18,342.47
252.43,95.94,341.81
251.49,96.02,342.51
250.89,96.24,342.49
250.17,96.84,341.60
247.70,97.45,342.32
252.07,95.86,342.40
251.45,96.03,342.52
249.69,97.35,340.78
250.83,96.05,343.05
249.60,96.84,342.11
249.91,96.76,342.05
249.45,96.77,342.43
250.69,96.37,342.34
251.27,96.16,342.35
249.10,96.89,342.44
249.68,96.95,341.79
251.28,96.62,341.11
249.32,96.80,342.46
248.40,97.08,342.58
251.10,96.79,340.84
251.49,96.41,341.44
249.60,96.69,342.49
251.72,96.21,341.76
251.22,96.43,341.65
251.10,96.60,341.33
249.71,96.73,342.31
253.43,95.45,342.23
251.57,96.16,342.05
251.03,96.39,341.97
250.99,96.48,341.76
249.35,96.41,343.39
249.43,96.26,343.70
251.34,96.19,342.21
250.19,96.29,342.98
254.65,94.91,342.62
251.28,95.88,343.09
250.92,96.33,342.22
250.46,95.78,344.08
252.89,95.25,343.37
251.39,95.93,342.85
249.73,96.58,342.67
251.38,96.01,342.66
252.16,95.26,344.03
255.51,94.13,344.39
255.36,94.27,344.04
261.53,92.36,344.53
261.89,92.20,344.91
262.73,91.92,345.29
260.55,92.71,344.15
259.91,92.70,345.17
257.32,94.05,342.54
259.85,92.94,343.99
262.94,92.07,343.75
261.58,92.28,344.96
260.85,92.43,345.25
260.89,92.56,344.45
260.28,92.82,343.96
262.20,92.17,344.56
265.49,91.44,342.38
261.42,92.57,343.45
265.11,91.31,345.06
268.51,90.43,343.91
262.77,91.96,344.87
265.13,91.47,343.30
265.37,91.31,344.29
262.40,92.14,344.37
263.00,92.00,344.09
265.35,91.29,344.51
263.75,91.76,344.37
263.80,91.78,344.02
264.46,91.54,344.48
259.33,93.04,344.26
259.76,93.24,342.62
259.87,93.08,343.25
262.13,92.22,344.36
258.85,93.32,343.58
256.63,93.92,343.91
254.86,94.87,342.51
258.74,93.62,342.39
260.31,92.69,344.61
260.21,92.70,344.72
258.62,93.62,342.55
257.49,93.76,343.48
257.35,93.51,344.73
256.51,93.76,344.67
259.49,93.05,343.97
257.52,93.49,344.58
255.70,93.85,345.19
260.87,92.36,345.65
257.28,93.57,344.56
260.13,92.40,346.47
257.81,93.20,345.47
257.65,93.64,343.80
253.30,94.75,344.53
255.57,94.02,344.74
260.88,92.54,344.56
259.52,92.59,346.24
259.73,92.77,345.06
254.43,94.32,344.81
257.25,93.33,345.57
257.53,93.17,345.96
255.69,93.48,346.59
260.61,92.28,346.44
257.45,93.40,345.06
257.10,93.39,345.48
256.32,93.75,344.94
254.83,93.90,345.89
