346.79,41.62,345.20
347.20,41.50,345.60
346.84,42.09,345.49
346.62,42.20,345.30
346.28,41.55,344.60
347.26,42.07,345.94
347.45,41.77,346.01
347.43,41.76,345.97
346.78,41.78,345.27
346.48,41.68,344.89
347.73,43.04,346.89
346.41,41.11,344.52
346.31,41.50,344.60
347.20,41.34,345.52
347.24,41.70,345.74
347.06,41.73,345.55
347.37,41.85,345.96
347.76,41.83,346.38
347.55,41.90,346.18
347.57,41.85,346.18
347.70,42.50,346.62
348.10,40.84,346.30
347.54,42.20,346.30
348.02,41.85,346.67
347.99,40.84,346.18
347.90,41.45,346.36
348.33,41.27,346.75
346.95,41.78,345.46
346.87,41.32,345.14
346.78,41.35,345.05
347.04,41.11,345.23
347.58,41.50,346.02
348.04,41.65,346.60
347.03,41.13,345.23
347.81,41.00,346.04
348.11,41.72,346.71
347.16,41.28,345.45
346.85,40.63,344.77
346.36,41.81,344.82
346.51,41.73,344.95
346.18,40.54,343.96
346.67,40.69,344.59
345.96,41.56,344.24
347.17,40.77,345.21
346.64,41.32,344.88
348.15,41.06,346.45
347.25,40.82,345.33
347.32,41.01,345.49
348.00,41.66,346.56
347.19,41.23,345.45
347.63,41.51,346.09
347.35,40.46,345.26
347.03,41.37,345.35
348.05,41.23,346.43
347.46,40.95,345.62
346.61,41.45,344.91
347.61,40.93,345.79
347.28,41.96,345.90
347.18,40.58,345.13
347.63,40.84,345.76
346.71,40.91,344.75
347.56,40.76,345.65
347.46,41.45,345.86
347.23,41.14,345.46
347.26,41.48,345.65
348.14,41.23,346.52
346.78,40.49,344.62
346.98,41.37,345.29
347.51,41.33,345.86
348.47,41.61,347.07
348.03,41.44,346.50
348.32,41.28,346.75
346.87,40.49,344.73
346.70,40.97,344.77
346.72,41.39,345.00
347.61,41.48,346.04
347.76,41.67,346.30
348.23,41.08,346.56
347.75,40.58,345.77
346.61,40.54,344.44
347.62,41.34,345.99
347.55,41.32,345.90
347.53,41.19,345.82
347.64,41.19,345.94
348.02,40.88,346.23
347.84,40.46,345.82
347.42,41.14,345.67
347.37,40.64,345.37
347.68,41.50,346.14
347.73,41.14,346.02
347.74,40.58,345.76
347.88,40.30,345.79
347.51,41.78,346.08
347.60,41.70,346.14
347.76,41.84,346.38
347.46,41.67,345.97
348.10,41.00,346.37
348.10,41.12,346.42
348.44,40.82,346.67
347.85,41.11,346.14
347.64,41.13,345.91
348.07,40.85,346.27
348.32,41.23,346.73
347.31,41.60,345.76
347.73,40.93,345.92
348.21,41.87,346.89
348.37,41.28,346.81
348.22,40.96,346.49
348.28,41.10,346.62
348.43,41.25,346.86
347.71,41.43,346.13
348.37,41.10,346.73
