294.80,75.58,330.91
294.35,75.68,330.58
293.17,76.77,331.22
294.79,75.14,330.12
297.10,73.90,330.58
296.60,73.70,329.72
295.14,75.66,331.41
297.59,73.61,330.63
297.98,73.30,330.55
295.74,74.06,329.36
298.69,72.95,330.73
298.35,72.41,329.56
298.90,72.42,330.14
301.48,71.05,330.72
302.10,71.04,331.30
303.57,69.54,330.65
303.91,68.08,329.09
301.86,69.82,329.39
306.21,67.95,331.05
307.76,67.94,332.38
309.14,66.90,332.34
311.36,64.78,331.86
312.99,64.06,332.44
314.75,63.18,332.98
312.42,65.07,333.05
317.57,61.29,333.41
319.29,60.50,334.04
317.62,59.30,331.56
320.01,56.78,331.22
321.48,56.88,332.56
322.68,54.89,331.81
325.61,54.90,334.31
325.07,52.55,331.86
325.29,53.05,332.48
333.49,49.57,336.97
329.21,48.88,332.52
329.29,48.89,332.60
329.69,46.08,330.63
327.37,45.73,328.03
331.26,47.14,333.03
329.71,45.17,329.86
328.95,47.10,330.78
326.78,45.40,327.14
325.41,46.48,326.79
323.62,48.83,327.21
324.58,47.22,326.65
326.43,48.11,329.24
324.90,46.59,326.39
321.19,47.74,323.83
319.43,48.88,323.23
318.36,49.77,323.06
317.73,51.94,324.56
318.29,51.36,324.53
317.57,50.75,323.25
319.29,52.44,326.51
319.71,49.74,324.33
317.46,52.67,325.01
316.92,53.39,325.21
317.09,52.55,324.55
313.42,52.03,320.49
320.60,52.59,327.86
319.07,55.53,329.23
311.92,55.32,322.38
314.65,55.67,325.34
316.71,55.17,326.75
314.34,56.54,325.93
314.19,56.71,325.96
315.66,56.46,327.06
313.69,57.51,326.30
313.52,56.91,325.55
315.03,58.48,328.51
315.44,57.25,327.64
313.43,57.37,325.92
314.43,59.25,328.75
317.89,57.23,329.81
315.70,57.60,328.23
315.63,56.36,326.93
315.84,56.90,327.66
317.28,56.89,328.94
316.26,55.20,326.38
317.12,55.25,327.21
315.52,55.68,326.15
318.11,55.79,328.62
317.79,56.07,328.60
317.20,54.91,326.96
317.56,55.09,327.46
317.27,56.25,328.32
316.77,55.49,327.12
317.84,55.27,327.88
315.95,54.94,325.84
317.38,55.25,327.44
317.07,55.73,327.63
319.29,53.99,327.97
318.91,54.14,327.77
316.85,55.14,326.85
317.64,54.98,327.42
318.99,54.23,327.93
317.35,55.00,327.18
316.03,54.46,325.43
315.90,55.86,326.69
318.86,55.77,329.27
318.02,54.41,327.22
317.05,54.29,326.21
318.22,55.39,328.34
317.95,54.77,327.50
319.00,54.11,327.83
316.92,54.91,326.69
316.89,54.52,326.29
318.51,53.89,327.17
319.63,54.28,328.56
315.02,54.59,324.61
317.36,55.77,327.93
317.84,53.84,326.50
317.72,53.98,326.53
318.70,53.47,326.94
318.93,53.91,327.58
317.19,54.03,326.09
317.82,53.25,325.92
318.91,53.39,327.06
318.04,53.74,326.59
318.22,53.89,326.90
318.74,54.02,327.51
318.54,53.89,327.20
318.13,53.21,326.16
318.68,52.25,325.75
319.40,53.58,327.69
318.51,54.35,327.61
318.59,53.58,326.95
318.96,51.42,325.22
321.40,53.14,329.10
318.78,52.60,326.19
318.20,53.47,326.48
319.79,52.16,326.71
318.62,52.64,326.07
316.94,52.63,324.48
320.26,52.62,327.57
321.14,51.96,327.77
317.71,53.00,325.57
317.50,54.07,326.41
320.00,53.15,327.84
320.35,52.07,327.15
318.19,53.23,326.24
317.87,53.41,326.12
319.56,52.50,326.82
319.18,52.60,326.56
320.42,52.29,327.41
318.91,53.81,327.45
319.05,53.58,327.37
318.95,53.03,326.76
319.69,52.21,326.67
320.03,52.50,327.25
320.01,52.52,327.26
318.98,52.01,325.81
320.71,51.73,327.15
320.70,51.61,327.03
318.16,53.02,326.01
320.39,51.73,326.87
321.05,52.62,328.30
320.74,53.17,328.53
319.81,52.34,326.89
319.56,52.24,326.57
320.89,52.60,328.13
320.71,51.97,327.38
320.20,53.02,327.90
319.99,53.01,327.69
319.72,52.74,327.19
318.82,52.31,325.94
321.68,52.41,328.68
322.09,51.40,328.13
321.30,51.44,327.44
319.82,51.77,326.37
320.53,50.70,326.02
320.84,50.36,325.99
323.64,50.42,328.67
322.90,50.68,328.22
319.58,50.40,324.83
319.37,50.68,324.91
322.36,48.23,325.44
324.30,50.16,329.06
323.93,50.38,328.91
322.77,49.13,326.68
322.33,48.75,325.90
322.74,49.38,326.88
323.70,50.02,328.38
325.07,50.09,329.71
324.13,50.55,329.25
322.52,49.82,327.08
323.02,49.67,327.41
325.48,50.59,330.53
325.98,50.63,331.01
324.13,51.34,329.95
323.83,50.34,328.78
324.11,51.09,329.72
324.33,50.26,329.17
324.43,50.85,329.79
324.36,50.99,329.85
323.17,51.58,329.28
322.36,52.21,329.12
323.86,52.25,330.51
324.59,51.52,330.52
323.43,51.97,329.88
323.09,52.28,329.85
322.59,52.69,329.77
323.27,52.35,330.07
323.36,51.89,329.74
321.89,52.73,329.17
323.23,52.75,330.39
323.70,52.61,330.69
323.26,52.53,330.22
324.21,53.81,332.19
323.98,52.09,330.48
323.67,51.95,330.08
323.06,53.48,330.90
323.91,53.87,331.98
323.65,52.78,330.79
321.94,54.04,330.40
324.14,52.63,331.09
323.37,52.66,330.44
322.27,54.71,331.29
323.70,53.68,331.63
322.49,53.97,330.83
323.27,54.20,331.71
323.65,53.78,331.68
322.33,53.90,330.62
322.55,54.61,331.45
322.62,54.91,331.77
322.19,54.09,330.66
322.59,54.33,331.23
321.61,55.03,331.01
321.88,54.53,330.80
323.49,54.00,331.72
322.67,54.32,331.30
322.20,54.74,331.26
322.93,53.05,330.39
323.54,53.36,331.21
323.12,54.11,331.50
322.68,54.58,331.54
323.89,53.34,331.51
323.79,53.02,331.13
323.39,52.73,330.52
323.32,53.73,331.34
322.98,53.92,331.22
322.33,53.34,330.11
323.12,53.31,330.80
322.40,53.98,330.75
322.20,54.16,330.74
321.96,54.53,330.86
322.16,53.98,330.54
321.94,54.71,331.01
323.06,54.44,331.74
322.40,54.14,330.89
322.10,53.64,330.19
321.96,55.49,331.72
322.36,54.46,331.15
323.48,53.28,331.09
321.44,54.26,330.16
323.57,53.38,331.25
324.07,53.80,332.06
322.65,53.19,330.27
323.17,53.77,331.25
322.66,54.49,331.44
321.93,53.93,330.29
322.32,53.38,330.14
322.06,53.59,330.10
322.42,53.29,330.15
322.04,53.97,330.43
322.52,53.79,330.69
322.17,53.97,330.54
321.19,54.58,330.23
322.92,53.17,330.49
322.91,53.68,330.94
322.55,54.77,331.59
322.12,53.43,330.02
322.08,54.32,330.78
322.76,54.37,331.42
322.95,53.76,331.04
323.59,54.24,332.03
322.74,53.34,330.49
324.52,52.50,331.33
323.16,53.33,330.85
322.08,53.73,330.24
323.08,54.63,331.92
322.87,53.96,331.15
323.05,53.35,330.76
321.03,52.95,328.59
322.51,53.65,330.56
323.24,53.64,331.19
322.39,54.19,330.93
322.70,53.61,330.69
322.39,53.24,330.08
322.93,52.59,329.97
321.72,54.79,330.88
322.92,54.30,331.50
323.06,54.10,331.45
323.07,53.98,331.35
322.52,53.19,330.16
322.25,54.36,330.96
321.65,54.31,330.39
322.56,53.26,330.24
323.34,54.10,331.69
323.92,53.34,331.52
322.42,53.43,330.27
321.86,54.41,330.67
321.42,54.39,330.26
323.23,53.93,331.45
322.84,53.84,331.02
322.51,53.67,330.58
321.01,53.65,329.21
323.15,53.09,330.62
322.61,53.14,330.18
321.79,53.62,329.89
322.39,54.04,330.80
322.62,52.88,329.96
322.71,53.27,330.39
323.26,52.90,330.55
321.95,53.74,330.14
322.18,52.40,329.13
322.45,54.37,331.15
321.61,52.89,329.06
321.99,54.12,330.52
323.22,53.47,331.03
321.74,53.17,329.44
323.26,53.17,330.79
321.83,53.07,329.42
322.77,53.66,330.80
322.05,53.47,329.98
323.30,53.92,331.49
322.13,53.81,330.36
323.56,52.35,330.33
323.52,53.37,331.20
323.42,52.62,330.45
322.69,53.51,330.59
322.51,53.48,330.41
323.46,53.07,330.88
324.00,53.35,331.60
321.87,52.56,329.00
322.09,52.93,329.53
324.88,53.51,332.52
322.74,53.21,330.36
322.78,52.70,329.94
322.96,54.15,331.40
322.71,53.59,330.68
323.13,52.93,330.47
323.57,52.74,330.69
322.99,52.50,329.95
322.97,53.40,330.73
321.54,53.47,329.53
321.55,54.25,330.24
322.99,52.92,330.33
322.72,54.50,331.50
322.36,53.60,330.38
323.14,53.58,331.05
322.61,52.85,329.93
322.11,52.82,329.44
322.52,53.93,330.81
323.48,53.69,331.45
323.87,53.57,331.69
322.08,53.31,329.87
323.41,53.00,330.77
323.54,52.09,330.09
322.25,53.69,330.37
322.26,53.79,330.46
323.58,52.85,330.80
323.43,52.98,330.78
322.03,52.98,329.52
321.93,52.82,329.28
323.39,53.19,330.93
323.77,53.75,331.76
322.49,53.20,330.13
322.51,53.32,330.26
322.63,53.12,330.18
321.75,53.82,330.04
322.84,53.02,330.29
322.84,53.17,330.42
322.16,52.94,329.61
322.04,53.33,329.85
323.90,52.75,330.99
323.02,52.78,330.24
323.03,53.35,330.74
322.67,53.43,330.51
323.50,52.68,330.57
323.95,51.98,330.36
323.48,52.45,330.35
322.80,53.26,330.47
323.84,52.57,330.78
323.19,52.52,330.15
322.95,52.41,329.84
322.97,53.02,330.40
323.58,53.12,331.03
323.14,52.24,329.86
323.39,52.96,330.72
322.72,52.39,329.61
322.78,53.12,330.33
323.30,52.75,330.45
322.49,53.89,330.75
323.43,53.48,331.22
323.04,52.51,330.00
322.73,53.50,330.62
323.58,53.25,331.14
321.66,54.07,330.18
322.69,53.90,330.94
323.68,52.98,331.00
322.59,53.32,330.33
323.26,52.74,330.41
322.49,53.52,330.42
322.45,53.92,330.74
323.27,52.41,330.12
324.27,53.34,331.84
323.23,52.72,330.37
322.97,52.86,330.26
323.07,52.69,330.19
322.98,52.57,330.00
323.10,53.01,330.51
323.38,51.74,329.62
323.11,52.51,330.06
324.67,50.97,330.12
323.14,52.02,329.66
324.06,52.26,330.70
323.26,52.47,330.16
322.91,51.49,328.97
322.23,52.59,329.35
324.37,51.67,330.46
322.69,53.05,330.19
323.49,51.76,329.74
324.28,51.29,330.05
321.99,52.17,328.75
322.34,50.97,327.97
323.47,51.53,329.53
322.36,52.66,329.52
323.23,51.46,329.23
324.06,52.31,330.74
323.15,51.40,329.11
322.51,51.43,328.55
323.88,51.71,330.06
324.12,50.86,329.52
323.63,51.64,329.76
322.53,51.77,328.87
322.72,52.46,329.67
322.16,51.56,328.34
323.51,52.06,330.03
323.47,52.07,330.00
323.57,51.27,329.38
322.58,51.80,328.95
323.15,51.79,329.46
323.82,51.93,330.19
321.85,52.38,328.81
322.28,52.67,329.46
324.08,51.40,329.96
322.53,51.85,328.95
322.61,52.34,329.46
323.42,52.29,330.15
323.72,51.83,330.02
322.96,52.41,329.85
322.55,52.33,329.40
323.01,52.62,330.07
322.99,51.80,329.32
323.91,52.04,330.37
324.20,53.01,331.48
323.12,52.80,330.33
323.87,52.68,330.91
323.81,51.72,329.99
323.93,52.72,330.99
324.26,53.60,332.06
323.76,52.06,330.26
326.05,51.86,332.13
325.14,51.92,331.37
323.62,52.49,330.52
323.86,52.60,330.82
324.70,52.61,331.58
323.10,52.41,329.97
323.61,51.84,329.93
